budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
115000000,Action,witch,en,Universal Pictures,06-04-16,US,114,164602163,Released,The Huntsman: Winter's War,6,1523
125000000,Science Fiction,martial arts,en,Paramount Pictures,07-08-14,US,101,477200000,Released,Teenage Mutant Ninja Turtles,5.8,2636
105000000,Science Fiction,space mission,en,Warner Bros.,27-09-13,GB,91,716392705,Released,Gravity,7.3,5751
116000000,Action,helicopter,en,Universal Pictures,07-02-97,US,108,178127760,Released,Dante's Peak,5.7,428
135000000,Fantasy,brother brother relationship,en,Paramount Pictures,01-06-16,CN,112,245623848,Released,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
120000000,Action,teleportation,en,Twentieth Century Fox Film Corporation,05-08-15,US,100,167977596,Released,Fantastic Four,4.4,2278
110000000,Action,museum,en,Ingenious Film Partners,20-10-06,US,108,574480841,Released,Night at the Museum,6.3,2862
110000000,Action,california,en,New Line Cinema,27-05-15,CA,114,470490832,Released,San Andreas,6,2968
110000000,Adventure,london england,en,Eon Productions,11-12-97,GB,119,333011068,Released,Tomorrow Never Dies,6,925
110000000,Drama,rebel,en,Centropolis Entertainment,28-06-00,DE,165,215294342,Released,The Patriot,6.8,1099
110000000,Thriller,sequel,en,Village Roadshow Pictures,09-12-04,US,125,362744280,Released,Ocean's Twelve,6.4,2124
110000000,Action,bomb,en,Weed Road Pictures,07-06-05,US,120,478207520,Released,Mr. & Mrs. Smith,6.5,2965
110000000,Adventure,based on novel,en,Summit Entertainment,18-03-15,US,119,295238201,Released,Insurgent,6.2,3829
116000000,Drama,ladykiller,en,Miramax Films,17-12-04,US,170,102000000,Released,The Aviator,7,1489
112000000,Comedy,journalist,en,Twentieth Century Fox Film Corporation,25-12-10,US,85,237382724,Released,Gulliver's Travels,4.9,621
120000000,Action,bomb,en,Original Film,12-01-11,US,119,227817248,Released,The Green Hornet,5.5,1251
110000000,Action,based on graphic novel,en,Legendary Pictures,05-03-14,US,102,337580051,Released,300: Rise of an Empire,6.1,2397
110000000,Animation,moon,en,Columbia Pictures,29-07-11,US,103,563749323,Released,The Smurfs,5.5,1179
110000000,Animation,farm,en,Walt Disney Pictures,02-04-04,US,76,103951461,Released,Home on the Range,5.7,389
110000000,Adventure,based on novel,en,Summit Entertainment,09-03-16,US,121,179246868,Released,Allegiant,5.9,1998
110000000,Action,father son relationship,en,DreamWorks SKG,28-09-11,IN,127,299268508,Released,Real Steel,6.6,2692
105000000,Fantasy,based on cartoon,en,Columbia Pictures,30-07-13,US,105,347434178,Released,The Smurfs 2,5.5,695
160000000,Action,boat,en,Twentieth Century Fox Film Corporation,13-06-97,US,121,164508066,Released,Speed 2: Cruise Control,4.1,434
110000000,Science Fiction,based on novel,en,Summit Entertainment,23-10-13,US,114,125537191,Released,Ender's Game,6.6,2303
110000000,Action,usa,en,Ingenious Film Partners,20-06-07,GB,128,383531464,Released,Live Free or Die Hard,6.4,2089
93000000,Adventure,elves,en,WingNut Films,18-12-01,NZ,178,871368364,Released,The Lord of the Rings: The Fellowship of the Ring,8,8705
110000000,Action,paris,en,Studio Babelsberg,16-06-04,DE,120,72178895,Released,Around the World in 80 Days,5.7,672
107000000,Drama,usa,en,Columbia Pictures Corporation,11-12-01,US,157,87713825,Released,Ali,6.7,447
0,Comedy,cat,en,Imagine Entertainment,21-11-03,US,82,0,Released,The Cat in the Hat,4.9,366
120000000,Action,suicide,en,Twentieth Century Fox Film Corporation,15-07-04,US,115,347234916,Released,"I, Robot",6.7,3793
130000000,Drama,crusade,en,Studio Babelsberg,03-05-05,DE,144,211643158,Released,Kingdom of Heaven,6.6,1157
133000000,Animation,brother brother relationship,en,Columbia Pictures Corporation,17-12-99,DE,84,300135367,Released,Stuart Little,5.8,959
105000000,Romance,based on novel,en,Walt Disney Pictures,08-12-09,US,97,267045765,Released,The Princess and the Frog,6.7,1247
108000000,Drama,based on novel,en,Twentieth Century Fox Film Corporation,30-09-15,US,141,630161890,Released,The Martian,7.6,7268
126000000,Action,clone,en,DreamWorks SKG,20-07-05,US,136,162949164,Released,The Island,6.5,1770
90000000,Comedy,architect,en,New Line Cinema,27-04-01,,104,10372291,Released,Town & Country,3.7,16
90000000,Action,brother brother relationship,en,Jerry Bruckheimer Films,09-06-00,US,118,237202299,Released,Gone in Sixty Seconds,6.1,1485
103000000,Action,rome,en,DreamWorks SKG,01-05-00,GB,155,457640427,Released,Gladiator,7.9,5439
102000000,Action,self-fulfilling prophecy,en,DreamWorks SKG,20-06-02,US,145,358372926,Released,Minority Report,7.1,2608
100000000,Adventure,flying car,en,1492 Pictures,13-11-02,DE,161,876688482,Released,Harry Potter and the Chamber of Secrets,7.4,5815
150000000,Adventure,italy,en,Eon Productions,14-11-06,IT,144,599045960,Released,Casino Royale,7.3,3855
100000000,Thriller,gorilla,en,Twentieth Century Fox Film Corporation,25-07-01,US,119,362211740,Released,Planet of the Apes,5.6,1243
100000000,Action,cyborg,en,Lightstorm Entertainment,01-07-91,FR,137,520000000,Released,Terminator 2: Judgment Day,7.7,4185
80000000,History,cinema,en,Universal Pictures,01-07-09,US,140,214104620,Released,Public Enemies,6.5,1344
100000000,Drama,underdog,en,Imagine Entertainment,02-11-07,GB,157,266465037,Released,American Gangster,7.4,1502
115000000,Action,spy,en,Twentieth Century Fox Film Corporation,14-07-94,US,141,378882411,Released,True Lies,6.8,1116
100000000,Thriller,hostage,en,Columbia Pictures,11-06-09,US,106,150166126,Released,The Taking of Pelham 1 2 3,6.2,954
100000000,Comedy,nurse,en,Paramount Pictures,21-12-10,US,98,310650585,Released,Little Fockers,5.4,1060
100000000,Action,narration,en,Columbia Pictures,06-08-10,US,107,170432927,Released,The Other Guys,6.1,1383
100000000,Action,suicide,en,Kopelson Entertainment,21-06-96,CA,115,242295562,Released,Eraser,5.6,543
100000000,Drama,bounty hunter,en,Columbia Pictures,25-12-12,US,165,425368238,Released,Django Unchained,7.8,10099
100000000,Drama,paris,en,Walt Disney Pictures,21-06-96,US,91,100138851,Released,The Hunchback of Notre Dame,6.8,1129
100000000,Adventure,central and south america,en,Walt Disney Pictures,09-12-00,US,78,169327687,Released,The Emperor's New Groove,7.2,1490
100000000,Action,airplane,en,Nu Image Films,08-08-12,US,103,312573423,Released,The Expendables 2,6.1,2896
100000000,Adventure,riddle,en,Walt Disney Pictures,19-11-04,US,131,347451894,Released,National Treasure,6.4,1926
100000000,Fantasy,based on novel,en,Ingenious Film Partners,14-12-06,GB,104,249288105,Released,Eragon,4.9,967
100000000,Family,children's book,en,Village Roadshow Pictures,16-10-09,US,101,100086793,Released,Where the Wild Things Are,6.4,572
100000000,Animation,fantasy,en,Blue Sky Studios,15-05-13,US,102,268426634,Released,Epic,6.4,1121
100000000,Action,paris,en,Columbia Pictures,08-12-10,GB,103,278731369,Released,The Tourist,6,1699
100000000,Action,christianity,en,Beacon Communications,24-11-99,US,121,211989043,Released,End of Days,5.5,482
100000000,Drama,rebel,en,Bedford Falls Productions,07-12-06,DE,143,170877916,Released,Blood Diamond,7.3,2281
100000000,Crime,corruption,en,Paramount Pictures,25-12-13,US,180,392000694,Released,The Wolf of Wall Street,7.9,6571
100000000,Action,riddle,en,Warner Bros.,31-05-95,GB,121,336529144,Released,Batman Forever,5.2,1498
105000000,Adventure,moon,en,TriStar Pictures,06-11-97,US,129,121214377,Released,Starship Troopers,6.7,1560
102000000,Drama,clone,en,Anarchos Productions,26-10-12,DE,172,130482868,Released,Cloud Atlas,6.6,2977
80000000,Animation,owl,en,Village Roadshow Pictures,10-07-10,AU,97,140073390,Released,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
100000000,Action,white russian,en,Village Roadshow Pictures,22-07-04,US,104,82102379,Released,Catwoman,4.2,808
100000000,Action,mercenary,en,Paramount Pictures,23-07-14,US,99,243400000,Released,Hercules,5.6,1680
140000000,Adventure,cyborg,en,Walt Disney Pictures,26-11-02,US,95,109578115,Released,Treasure Planet,7.2,948
100000000,Adventure,alien life-form,en,Universal Pictures,05-06-09,US,102,68688831,Released,Land of the Lost,5.3,381
90000000,Action,cia,en,Davis-Films,04-08-14,FR,127,206172544,Released,The Expendables 3,6.1,1795
105000000,Action,undercover,en,Studio Babelsberg,03-12-15,DE,114,133718711,Released,Point Break,5.5,783
84000000,Fantasy,baby,en,New Line Cinema,18-02-05,DE,94,0,Released,Son of the Mask,3.6,338
100000000,Thriller,suicide,en,Imagine Entertainment,20-11-15,US,122,93820758,Released,In the Heart of the Sea,6.5,1276
100000000,Action,moon,en,Village Roadshow Pictures,15-08-02,AU,95,7103973,Released,The Adventures of Pluto Nash,4.4,142
100000000,War,weapon of mass destruction,en,Universal Pictures,11-03-10,ES,115,94882889,Released,Green Zone,6.4,717
99000000,Animation,based on comic strip,en,Blue Sky Studios,05-11-15,US,88,246233113,Released,The Peanuts Movie,6.5,604
10000000,Crime,dialogue,en,Jean Doumanian Productions,08-09-97,US,110,13835130,Released,The Spanish Prisoner,7.1,73
98000000,Adventure,son,en,Universal Pictures,28-04-01,US,130,433013274,Released,The Mummy Returns,6,2206
100000000,Drama,fire,en,Miramax Films,14-12-02,US,167,193772504,Released,Gangs of New York,7.1,1910
94000000,Drama,forced prostitution,zh,Beijing New Picture Film Co. Ltd.,15-12-11,CN,145,95311434,Released,The Flowers of War,7.1,187
85000000,Animation,sea,en,Columbia Pictures,08-06-07,US,85,149044513,Released,Surf's Up,5.9,601
90000000,Action,android,en,Paramount Pictures,10-06-04,US,93,102000000,Released,The Stepford Wives,5.4,334
92000000,Action,prisoners of war,en,Jerry Bruckheimer Films,28-12-01,GB,144,172989651,Released,Black Hawk Down,7.2,1811
0,Comedy,politics,en,Everyman Pictures,09-08-12,US,85,104907746,Released,The Campaign,5.6,578
90000000,Adventure,clone,en,Columbia Pictures,07-05-97,FR,126,263920180,Released,The Fifth Element,7.3,3885
100000000,Comedy,,en,New Line Cinema,26-05-10,US,146,288347692,Released,Sex and the City 2,5.4,426
95000000,Adventure,gold,en,DreamWorks SKG,31-03-00,US,89,76432727,Released,The Road to El Dorado,7,858
95000000,Animation,blue footed booby,en,Blue Sky Studios,26-06-12,US,88,877244782,Released,Ice Age: Continental Drift,6.2,2672
95000000,Romance,cinderella,en,Walt Disney Pictures,12-03-15,GB,105,543514353,Released,Cinderella,6.7,2374
65000000,Fantasy,rape,en,WingNut Films,26-12-09,GB,136,93525586,Released,The Lovely Bones,6.6,1065
94000000,Animation,father son relationship,en,Pixar Animation Studios,30-05-03,US,100,940335536,Released,Finding Nemo,7.6,6122
94000000,Adventure,elves,en,WingNut Films,01-12-03,NZ,201,1118888979,Released,The Lord of the Rings: The Return of the King,8.1,8064
79000000,Adventure,elves,en,WingNut Films,18-12-02,NZ,179,926287400,Released,The Lord of the Rings: The Two Towers,8,7487
95000000,Adventure,magic,en,Legendary Pictures,12-12-14,CN,102,114178613,Released,Seventh Son,5.2,957
115000000,Adventure,treasure,en,Paramount Pictures,11-06-01,US,100,274703340,Released,Lara Croft: Tomb Raider,5.7,2192
100000000,Thriller,artificial intelligence,en,Alcon Entertainment,16-04-14,CN,119,103039258,Released,Transcendence,5.9,2295
93000000,Adventure,exotic island,en,Universal Studios,18-07-01,US,92,368780809,Released,Jurassic Park III,5.7,2077
93000000,Thriller,intelligence,en,Ingenious Film Partners,03-08-11,US,105,482860185,Released,Rise of the Planet of the Apes,7,4347
90000000,Adventure,brother sister relationship,en,Paramount Pictures,14-02-08,US,95,162839667,Released,The Spiderwick Chronicles,6.3,572
92000000,Action,bomb,en,Ingenious Media,06-02-13,US,98,304654182,Released,A Good Day to Die Hard,5.2,3493
145000000,Western,texas,en,Imagine Entertainment,07-04-04,US,137,25819961,Released,The Alamo,5.8,106
92000000,Action,secret identity,en,Walt Disney Pictures,05-11-04,US,115,631442092,Released,The Incredibles,7.4,5152
98000000,Action,exotic island,en,Le Studio Canal+,22-12-95,FR,119,10017322,Released,Cutthroat Island,5.7,136
95000000,Adventure,monster,en,Ingenious Film Partners,01-02-10,CA,118,226497209,Released,Percy Jackson & the Olympians: The Lightning Thief,6,2010
90000000,Action,secret identity,en,Amblin Entertainment,02-07-97,US,98,589390539,Released,Men in Black,6.9,4412
90000000,Animation,museum,en,Pixar Animation Studios,30-10-99,US,92,497366869,Released,Toy Story 2,7.3,3806
100000000,Action,runaway train,en,Twentieth Century Fox Film Corporation,04-11-10,US,98,167805466,Released,Unstoppable,6.3,1165
90000000,Action,duringcreditsstinger,en,New Line Cinema,03-08-01,US,90,347325802,Released,Rush Hour 2,6.4,1054
100000000,Drama,secret,en,DreamWorks SKG,21-07-00,US,130,155464351,Released,What Lies Beneath,6.3,488
100000000,Animation,weather,en,Columbia Pictures,17-09-09,US,90,242988466,Released,Cloudy with a Chance of Meatballs,6.5,1747
90000000,Animation,ice age,en,Blue Sky Studios,29-06-09,US,94,886686817,Released,Ice Age: Dawn of the Dinosaurs,6.5,2271
90000000,Adventure,himalaya,en,New Line Cinema,18-12-13,US,114,188133322,Released,The Secret Life of Walter Mitty,7,3144
92000000,Action,martial arts,en,Columbia Pictures,02-11-00,US,98,264105545,Released,Charlie's Angels,5.6,1232
90000000,Drama,undercover,en,Vertigo Entertainment,05-10-06,HK,151,289847354,Released,The Departed,7.9,4339
90000000,Animation,homeland,en,Walt Disney Pictures,18-06-98,US,88,304320254,Released,Mulan,7.6,2008
92000000,Action,film making,en,DreamWorks SKG,09-08-08,US,107,188072649,Released,Tropic Thunder,6.5,1667
90000000,Thriller,rape,en,Columbia Pictures,14-12-11,NO,158,232617430,Released,The Girl with the Dragon Tattoo,7.2,2434
90000000,Action,bomb,en,Twentieth Century Fox Film Corporation,19-05-95,US,128,366101666,Released,Die Hard: With a Vengeance,6.9,2066
90000000,Action,detective,en,Village Roadshow Pictures,23-12-09,DE,128,524028679,Released,Sherlock Holmes,7,5766
100000000,Drama,betrayal,en,Paramount Pictures,17-08-16,US,125,94061311,Released,Ben-Hur,5.3,621
120000000,Animation,sea,en,Walt Disney Pictures,02-06-01,US,95,186053725,Released,Atlantis: The Lost Empire,6.7,1224
0,Adventure,chipmunk,en,Regency Enterprises,17-12-15,US,92,233755553,Released,Alvin and the Chipmunks: The Road Chip,5.8,428
75000000,Drama,berlin,en,United Artists,25-12-08,DE,121,200276000,Released,Valkyrie,6.7,1173
90000000,Comedy,new york,en,Columbia Pictures,05-06-08,US,113,201596308,Released,You Don't Mess with the Zohan,5.5,1048
88000000,Action,video game,en,Columbia Pictures,16-07-15,US,105,243637091,Released,Pixels,5.6,2513
100000000,Drama,artificial intelligence,en,DreamWorks SKG,29-06-01,US,146,235926552,Released,A.I. Artificial Intelligence,6.8,1974
90000000,Thriller,secret passage,en,Walt Disney Pictures,25-11-03,US,99,182290266,Released,The Haunted Mansion,5.2,466
90000000,Drama,based on novel,en,Warner Bros.,11-07-97,US,150,171120329,Released,Contact,7.2,1308
95000000,Action,killing,en,Columbia Pictures Corporation,04-08-00,DE,112,190213455,Released,Hollow Man,5.6,634
80000000,Crime,new york,en,Universal Pictures,08-04-05,FR,128,162944923,Released,The Interpreter,6.2,392
90000000,Adventure,poison,en,1492 Pictures,07-08-13,US,106,174578751,Released,Percy Jackson: Sea of Monsters,5.9,1648
95000000,Action,riddle,en,Paramount Pictures,21-07-03,US,117,156505388,Released,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
90000000,Action,london england,en,Summit Entertainment,02-06-16,CA,129,334901337,Released,Now You See Me 2,6.7,3235
68000000,Thriller,berlin,en,Paramount Pictures,03-04-97,US,116,118063304,Released,The Saint,5.9,302
92000000,Action,spy,en,Universal Pictures,18-11-01,GB,126,143049560,Released,Spy Game,6.8,579
90000000,Science Fiction,mars,en,Spyglass Entertainment,10-03-00,US,114,60874615,Released,Mission to Mars,5.7,369
90000000,Animation,brazil,en,Blue Sky Studios,03-04-11,US,96,484635760,Released,Rio,6.5,2166
100000000,Comedy,android,en,Laurence Mark Productions,17-12-99,DE,131,93700000,Released,Bicentennial Man,6.9,963
90000000,Science Fiction,subway,en,Twentieth Century Fox Film Corporation,25-04-97,US,104,0,Released,Volcano,5.2,376
90000000,Crime,new york,en,Columbia Pictures,12-03-97,US,107,140807547,Released,The Devil's Own,5.9,290
100000000,Drama,submarine,en,Paramount Pictures,19-07-02,CA,138,35168966,Released,K-19: The Widowmaker,6.1,264
20000000,Adventure,gladiator,en,Universal Pictures,02-04-82,US,129,79114085,Released,Conan the Barbarian,6.6,650
88000000,Romance,transporter,en,Miramax Films,02-06-05,US,144,108539911,Released,Cinderella Man,7.3,616
90000000,Fantasy,,en,Vnesheconombank,24-11-10,GB,110,16178959,Released,The Nutcracker: The Untold Story,5.4,50
87000000,Drama,horse race,en,Universal Pictures,22-07-03,US,141,148336445,Released,Seabiscuit,6.7,216
92000000,Action,wife husband relationship,en,Universal Pictures,10-05-96,US,113,494471524,Released,Twister,6.1,950
90000000,Adventure,exotic island,en,DreamWorks SKG,22-12-00,US,143,429632142,Released,Cast Away,7.5,3218
100000000,Animation,ocean,en,Kennedy Miller Productions,16-11-06,AU,108,384335608,Released,Happy Feet,5.9,1410
75000000,Action,berlin,en,Universal Pictures,23-07-04,DE,108,288500217,Released,The Bourne Supremacy,7.2,2825
85000000,Action,prison,en,Columbia Pictures Corporation,25-07-97,DE,124,315156409,Released,Air Force One,6.2,840
85000000,Thriller,prison,en,Village Roadshow Pictures,07-12-01,US,116,450717150,Released,Ocean's Eleven,7.2,3783
